"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","ID"
0.788,0.592,6,-9.654,0,0.0466,0.00738,0.277,0.109,0.663,121.999,379074,4,47.70647,17,"No",41148
0.45,0.991,6,-3.95,1,0.132,0.00135,0.0615,0.209,0.124,150.01,325213,4,53.71292,12,"No",41149
0.762,0.621,0,-6.24,1,0.0866,0.61,0,0.464,0.593,120.056,216747,4,65.01797,9,"Yes",41150
0.692,0.858,6,-4.354,0,0.03,0.00217,4.85e-05,0.358,0.69,125.944,163453,4,29.34172,7,"Yes",41151
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,4,42.58967,9,"Yes",41152
0.556,0.416,0,-9.319,0,0.369,0.0966,1.19e-05,0.1,0.256,83.726,209288,3,52.32592,10,"Yes",41153
0.254,0.97,8,-4.635,1,0.0789,0.00015,0.00586,0.141,0.166,99.963,300520,4,55.19977,13,"No",41154
0.605,0.793,7,-3.084,0,0.297,0.0825,0,0.124,0.647,184.032,196640,4,15.85164,11,"Yes",41155
0.494,0.735,5,-8.347,1,0.0345,0.00401,3.14e-06,0.544,0.742,132.526,283000,4,50.88278,11,"No",41156
0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4,26.73327,7,"Yes",41157
0.674,0.932,8,-4.876,1,0.0718,0.0363,0,0.0576,0.826,144.039,180333,4,71.26194,7,"Yes",41158
0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4,29.12752,11,"Yes",41159
0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5,34.22193,10,"Yes",41160
0.271,0.762,6,-6.277,0,0.275,0.0719,0,0.143,0.41,80.248,288895,4,49.06984,12,"Yes",41161
0.482,0.987,7,-4.179,1,0.0545,0.0445,0.535,0.345,0.325,96.952,146013,4,43.27511,5,"No",41162
0.499,0.797,2,-3.77,1,0.0554,0.199,0,0.0933,0.408,176.024,211768,4,32.95571,11,"Yes",41163
0.433,0.72,6,-1.912,1,0.0312,0.286,0,0.0936,0.274,139.765,247813,4,47.03227,14,"Yes",41164
0.576,0.379,11,-21.184,0,0.343,0.42,0.893,0.104,0.195,112.031,515698,4,83.74148,20,"No",41165
0.512,0.512,4,-6.008,0,0.285,0.654,0,0.148,0.434,95.11,201609,1,50.57047,10,"Yes",41166
0.496,0.953,7,-4.917,0,0.191,0.000192,0.803,0.674,0.489,143.875,281500,4,33.96554,11,"No",41167
0.769,0.602,4,-9.426,0,0.0876,0.108,0.853,0.111,0.0787,99.997,364800,4,39.01191,12,"No",41168
0.892,0.651,0,-8.645,0,0.378,0.0989,0,0.371,0.599,105.814,253580,4,29.4325,14,"Yes",41169
0.612,0.765,2,-4.915,1,0.0404,0.122,0,0.103,0.553,122.021,224840,4,33.02023,10,"Yes",41170
0.756,0.526,8,-5.379,1,0.0408,0.581,1.08e-05,0.0875,0.94,144.942,176800,3,50.33858,7,"No",41171
0.166,0.211,0,-18.753,0,0.0874,0.145,0.688,0.505,0.0307,73.012,167594,4,23.35921,10,"No",41172
0.589,0.93,11,-5.205,0,0.0346,0.000822,0.000143,0.0535,0.594,119.988,226499,4,20.25048,13,"No",41173
0.437,0.803,2,-6.412,1,0.305,0.0376,0,0.683,0.406,84.378,289760,4,17.70749,16,"Yes",41174
0.42,0.652,9,-8.361,0,0.0329,5.65e-05,0.877,0.0925,0.237,126.297,440320,4,56.36946,16,"No",41175
0.373,0.993,11,-3.621,1,0.248,1.7e-05,0.662,0.335,0.183,147.275,177880,3,33.35449,10,"No",41176
0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,191147,4,44.24326,9,"Yes",41177
0.568,0.522,2,-8.168,1,0.055,0.264,4.18e-06,0.109,0.452,76.932,212359,4,38.31088,7,"No",41178
0.137,0.313,1,-17.088,1,0.0386,0.487,0.918,0.111,0.131,97.365,120387,4,26.74422,5,"No",41179
0.469,0.638,6,-5.928,1,0.0317,0.0239,0.000652,0.29,0.404,201.49,203400,4,24.46434,12,"Yes",41180
0.551,0.863,11,-3.506,1,0.0322,0.0158,0,0.0843,0.817,143.952,214933,4,39.19649,6,"Yes",41181
0.599,0.885,2,-4.883,1,0.0373,0.00479,0.00145,0.112,0.42,94.985,246055,4,27.93371,11,"No",41182
0.797,0.55,9,-4.166,1,0.24,0.513,0,0.0786,0.543,134.206,206267,4,29.14624,12,"Yes",41183
0.325,0.966,11,-3.306,1,0.087,0.000428,6.1e-05,0.191,0.166,175.049,224863,4,27.65123,9,"No",41184
0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,215747,4,23.55109,10,"Yes",41185
0.729,0.475,8,-4.985,1,0.0364,0.378,0,0.12,0.371,62.52,212267,3,28.07743,11,"Yes",41186
0.57,0.684,6,-7.054,1,0.0465,0.136,0,0.205,0.531,89.012,213183,4,50.2783,9,"Yes",41187
0.591,0.746,2,-7.066,1,0.0265,0.000107,0.527,0.195,0.857,131.377,223760,4,52.81063,9,"No",41188
0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,207039,4,69.09966,8,"Yes",41189
0.264,0.875,5,-12.807,1,0.109,2.17e-05,0.938,0.434,0.25,141.092,221333,4,24.55961,13,"No",41190
0.231,0.983,8,-5.199,1,0.0977,0.000254,0.059,0.506,0.336,161.044,293387,4,29.98839,13,"No",41191
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,40.73594,8,"Yes",41192
0.245,0.962,3,-2.989,0,0.0936,0.00381,0,0.226,0.486,157.703,247893,4,38.57626,13,"No",41193
0.807,0.757,0,-4.204,1,0.299,0.14,0.0787,0.287,0.485,85.015,183529,4,34.62015,7,"No",41194
0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,4,38.22444,14,"Yes",41195
0.105,0.0167,7,-37.59,1,0.0519,0.822,0.028,0.343,0.0382,63.66,393587,3,32.00933,19,"No",41196
0.619,0.647,0,-5.648,1,0.032,0.0558,0.668,0.0959,0.553,158.001,250720,4,34.86529,11,"No",41197
0.333,0.971,7,-4.142,1,0.0944,1.24e-05,0.617,0.248,0.215,183.03,297947,4,28.708,14,"No",41198
0.803,0.721,6,-9.625,0,0.0874,0.291,0,0.346,0.934,142.02,298553,4,27.52193,17,"No",41199
0.678,0.588,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.005,230453,4,15.66482,10,"Yes",41200
0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,200107,4,37.55343,8,"Yes",41201
0.579,0.776,8,-5.365,1,0.173,0.0749,0,0.239,0.434,136.044,229880,4,30.54424,10,"Yes",41202
0.793,0.621,11,-9.95,0,0.0856,0.00147,0.912,0.0936,0.307,121.985,428858,4,31.84914,15,"No",41203
0.514,0.0595,0,-23.434,1,0.03,0.988,0.43,0.0825,0.205,96.744,166200,4,45.98238,9,"No",41204
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,32.41045,9,"Yes",41205
0.303,0.741,1,-9.369,1,0.0491,3.66e-05,0.108,0.744,0.362,97.504,240024,4,44.09802,12,"No",41206
0.193,0.199,9,-15.411,0,0.042,0.91,0.653,0.115,0.108,49.092,140571,3,102.45726,4,"No",41207
0.728,0.517,8,-11.404,1,0.0629,0.0555,1.95e-06,0.107,0.379,111.974,173129,4,34.84817,9,"Yes",41208
0.469,0.78,10,-6.49,0,0.122,0.224,0,0.13,0.444,125.999,233061,4,44.77268,10,"Yes",41209
0.664,0.501,7,-11.843,1,0.0324,0.571,0.0314,0.13,0.138,107.979,281532,4,42.04907,11,"No",41210
0.304,0.829,8,-6.063,1,0.0443,0.00637,0.638,0.377,0.439,99.94,210844,4,29.28457,11,"No",41211
0.427,0.85,2,-3.03,1,0.0389,0.00205,0.0193,0.104,0.0948,174.05,286217,4,34.05022,12,"No",41212
0.699,0.883,5,-3.226,0,0.219,0.0288,0,0.817,0.499,127.961,211975,4,16.43133,11,"No",41213
0.558,0.469,0,-13.878,0,0.0439,0.498,0.0472,0.0762,0.753,122.979,125133,4,25.02297,7,"No",41214
0.37,0.356,6,-11.528,0,0.0314,0.427,0,0.0757,0.181,137.294,224067,4,35.61568,9,"No",41215
0.432,0.656,5,-4.669,0,0.428,0.0488,0,0.256,0.66,199.232,167693,4,23.38863,7,"Yes",41216
0.631,0.868,4,-3.953,0,0.0332,0.156,0.691,0.331,0.884,130.642,109600,4,23.39301,8,"No",41217
0.748,0.785,10,-5.142,0,0.186,0.114,0,0.113,0.768,110.574,187773,3,33.94783,10,"Yes",41218
0.164,0.256,10,-23.93,1,0.0483,0.993,0.985,0.141,0.196,128.048,389564,4,71.11724,11,"No",41219
0.58,0.692,9,-7.3,0,0.0288,0.000117,0.391,0.65,0.572,117.898,443093,4,53.24785,14,"No",41220
0.495,0.972,0,-4.45,1,0.0608,9.33e-06,0.000401,0.0858,0.34,112.471,270440,4,34.91141,13,"No",41221
0.612,0.629,7,-6.323,1,0.0406,0.832,0.0745,0.119,0.634,89.996,133381,3,32.41481,7,"No",41222
0.619,0.931,11,-3.44,0,0.068,0.00456,0,0.0996,0.82,129.957,192933,4,25.01564,10,"Yes",41223
0.666,0.899,8,-4.676,1,0.028,0.00155,0,0.0677,0.629,122.05,186267,4,43.73104,9,"Yes",41224
0.69,0.76,0,-4.778,1,0.0587,0.0678,0,0.184,0.468,89.958,247933,4,30.1088,10,"Yes",41225
0.503,0.795,10,-4.505,1,0.335,0.178,0,0.042,0.265,149.981,289707,4,30.69545,17,"Yes",41226
0.418,0.103,5,-15.897,1,0.0323,0.587,0.0859,0.123,0.0979,110.166,246320,4,70.49833,9,"No",41227
0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,32.73631,8,"Yes",41228
0.794,0.79,10,-3.855,0,0.0599,0.144,0,0.0893,0.577,91.984,307547,4,31.15314,15,"Yes",41229
0.709,0.369,7,-9.843,1,0.0331,0.775,0.0296,0.095,0.963,91.615,183480,4,70.78068,7,"No",41230
0.69,0.729,6,-5.08,0,0.372,0.276,5.08e-05,0.106,0.478,128.96,191600,5,59.25985,6,"Yes",41231
0.291,0.989,6,-3.299,0,0.129,4.41e-05,0.449,0.254,0.354,97.512,276520,4,32.27378,13,"No",41232
0.674,0.684,1,-5.042,0,0.0681,0.383,0,0.355,0.772,179.981,179027,4,46.92364,9,"No",41233
0.201,0.993,9,-3.169,0,0.32,6.06e-05,0.328,0.346,0.233,193.768,202573,4,26.15514,11,"No",41234
0.672,0.73,8,-6.58,1,0.0518,0.39,0,0.228,0.538,155.979,166493,4,23.48244,9,"No",41235
0.597,0.931,11,-4.591,0,0.0984,0.127,0,0.0504,0.534,92.003,235200,4,26.76235,9,"No",41236
0.614,0.686,9,-6.483,0,0.21,0.0105,1.36e-06,0.184,0.645,136.537,233667,4,39.16985,9,"Yes",41237
0.779,0.73,11,-7.042,0,0.336,0.0728,0,0.134,0.8,154.022,229525,4,40.49312,13,"No",41238
0.837,0.852,4,-9.43,0,0.101,0.026,0.823,0.0697,0.402,125.991,381173,4,53.33211,9,"No",41239
0.376,0.701,7,-7.556,1,0.0364,0.0912,6e-04,0.12,0.492,168.903,219907,4,19.21809,10,"No",41240
0.175,0.00966,11,-28.513,0,0.0394,0.983,0.15,0.0889,0.0288,72.585,243675,3,45.03584,13,"No",41241
0.367,0.997,1,-2.695,0,0.228,0.00097,0.0802,0.0776,0.0567,115.024,230667,4,53.24123,11,"No",41242
0.551,0.544,7,-7.608,0,0.0302,0.136,0,0.192,0.916,181.859,231107,4,20.68098,13,"No",41243
0.666,0.586,5,-7.755,0,0.0922,0.21,0,0.128,0.309,164.038,160416,4,28.74424,6,"No",41244
0.766,0.821,1,-6.124,1,0.268,0.00112,0,0.168,0.299,130.073,188013,4,64.28969,7,"Yes",41245
0.828,0.777,7,-3.356,1,0.0513,0.0901,0,0.0973,0.867,120.04,216093,4,34.78068,11,"Yes",41246
0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,250707,4,101.85227,8,"Yes",41247
0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,190240,4,38.05412,9,"Yes",41248
0.67,0.515,1,-6.977,1,0.397,0.0705,0,0.25,0.422,122.006,270867,4,23.68193,12,"Yes",41249
0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,182307,4,22.9966,10,"Yes",41250
0.603,0.743,7,-6.569,1,0.0395,0.24,0.00392,0.147,0.533,162.265,158474,4,36.76717,9,"No",41251
0.658,0.814,0,-4.631,1,0.0558,0.229,0.00676,0.216,0.69,108.016,183602,4,26.74907,10,"No",41252
0.697,0.506,8,-4.863,1,0.0325,0.0792,0,0.0893,0.516,100.002,211364,4,28.01166,12,"Yes",41253
0.671,0.833,5,-5.152,0,0.395,0.0825,0,0.0726,0.702,79.351,233278,4,25.11002,12,"Yes",41254
0.682,0.407,1,-10.822,1,0.0311,0.76,0.0014,0.0678,0.285,134.02,244867,4,25.50071,13,"No",41255
0.936,0.711,11,-5.435,1,0.289,0.0871,0.00464,0.104,0.564,124.021,309677,4,60.98454,12,"No",41256
0.643,0.905,9,-5.426,1,0.0327,0.0386,0.00464,0.0825,0.674,128.009,170626,4,30.72001,7,"No",41257
0.517,0.481,5,-8.273,1,0.0272,0.0293,1.79e-05,0.0903,0.461,138.51,246973,4,29.06805,13,"Yes",41258
0.773,0.602,10,-6.384,1,0.108,0.194,0.000443,0.141,0.442,74.896,211200,4,19.2088,9,"Yes",41259
0.371,0.81,7,-10.647,1,0.0576,0.000162,0.834,0.244,0.346,135.824,211347,4,22.40071,15,"No",41260
0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,258827,4,64.86167,10,"Yes",41261
0.43,0.147,3,-15.644,1,0.0333,0.964,0.24,0.122,0.177,110.868,321067,5,94.42576,14,"No",41262
0.78,0.574,1,-5.628,0,0.141,0.104,0,0.129,0.273,81.502,222360,4,56.74282,8,"Yes",41263
0.632,0.926,4,-3.463,1,0.0322,0.047,0.000169,0.116,0.889,112.058,249253,4,46.18795,10,"Yes",41264
0.626,0.936,2,-3.014,1,0.0923,0.0457,0,0.0402,0.804,144.012,151947,4,27.34311,7,"Yes",41265
0.709,0.598,2,-7.247,0,0.0409,0.346,0,0.0586,0.802,77.44,238336,4,117.71609,5,"No",41266
0.473,0.643,5,-11.077,1,0.0347,0.492,0.00135,0.711,0.321,142.245,414160,4,42.11903,11,"No",41267
0.826,0.238,8,-14.37,1,0.435,0.0157,0.676,0.321,0.444,79.94,296813,4,73.55811,14,"No",41268
0.931,0.946,10,-5.035,0,0.16,0.00498,0.567,0.32,0.898,109.999,150557,4,45.43187,6,"No",41269
0.657,0.841,9,-4.188,1,0.0452,0.16,0,0.177,0.722,120.009,167213,4,36.2403,8,"Yes",41270
0.895,0.491,10,-10.261,0,0.246,0.0144,0.000988,0.143,0.249,83.505,227727,4,35.25507,11,"Yes",41271
0.559,0.632,7,-6.117,0,0.0252,0.0343,0.424,0.101,0.15,91,374520,4,34.09603,14,"No",41272
0.604,0.944,6,-5.258,1,0.0435,0.034,0.00315,0.0303,0.642,100,259800,4,39.01268,11,"No",41273
0.549,0.698,3,-6.679,1,0.0347,0.0222,0,0.202,0.719,164.049,203507,4,34.66473,9,"Yes",41274
0.591,0.515,8,-8.809,1,0.0241,0.00723,4.05e-05,0.089,0.699,98.012,252960,4,20.4063,14,"No",41275
0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4,44.68605,10,"Yes",41276
0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,229773,4,48.23827,9,"Yes",41277
0.858,0.665,2,-2.907,1,0.101,0.00348,0,0.094,0.237,146.031,210557,4,44.39683,8,"Yes",41278
0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4,26.69215,9,"Yes",41279
0.742,0.762,8,-4.043,1,0.0575,0.0202,0,0.0921,0.367,91.009,177253,4,32.87145,8,"Yes",41280
0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,4,33.77651,11,"Yes",41281
0.706,0.728,7,-3.602,1,0.0852,0.123,0,0.185,0.851,121.017,201600,4,38.39725,9,"Yes",41282
0.617,0.862,2,-6.356,1,0.0337,0.0186,0,0.161,0.769,101.971,256133,4,30.22647,12,"Yes",41283
0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,201707,4,30.07935,14,"Yes",41284
0.407,0.967,9,-3.652,1,0.25,0.00864,1.53e-05,0.623,0.559,170.024,202987,4,25.10269,9,"No",41285
0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906,4,18.26637,16,"Yes",41286
0.295,0.754,6,-3.16,0,0.0349,0.0465,0.0514,0.164,0.18,152.465,249107,4,16.14369,14,"No",41287
0.513,0.428,9,-12.159,1,0.0642,0.561,0.0013,0.462,0.652,114.948,186044,4,21.24478,9,"No",41288
0.67,0.756,0,-4.299,0,0.0322,0.00549,0.599,0.152,0.402,129.988,232947,4,29.90973,10,"No",41289
0.531,0.665,8,-6.672,0,0.286,0.0607,0,0.131,0.8,73.726,226293,4,27.51501,7,"Yes",41290
0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,193067,4,30.27863,8,"Yes",41291
0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,227720,4,45.98789,8,"Yes",41292
0.555,0.849,8,-3.373,1,0.0376,0.684,0,0.326,0.89,106.317,191747,4,47.02682,11,"No",41293
0.544,0.439,0,-11.776,1,0.0282,0.175,0.774,0.0928,0.501,166.879,281587,4,21.93526,13,"No",41294
0.661,0.66,7,-9.061,1,0.0373,0.0257,0.00977,0.256,0.814,120.617,188840,4,18.26074,11,"No",41295
0.335,0.562,2,-12.566,0,0.0298,0.457,0.903,0.306,0.583,156.309,279267,4,35.4769,15,"No",41296
0.597,0.602,7,-4.99,1,0.0292,0.214,0.00032,0.313,0.262,91.999,196160,4,23.88746,11,"Yes",41297
0.531,0.552,2,-9.721,0,0.0382,0.221,0,0.12,0.244,94.979,212133,4,29.44102,10,"No",41298
0.434,0.935,7,-5.225,1,0.0514,0.000474,0,0.0655,0.787,150.026,190000,4,28.26591,10,"No",41299
0.5,0.0715,7,-25.539,1,0.0467,0.931,0.861,0.106,0.765,105.479,192973,4,32.22619,8,"No",41300
0.637,0.416,2,-7.595,1,0.0269,0.434,0,0.139,0.588,145.922,226760,4,26.27319,11,"Yes",41301
0.43,0.546,5,-9.786,0,0.039,0.614,2.51e-05,0.0393,0.369,104.061,490200,4,45.97155,22,"No",41302
0.757,0.632,2,-6.83,1,0.0549,0.499,0,0.0723,0.742,122.936,235133,4,30.04126,9,"Yes",41303
0.489,0.641,7,-4.455,1,0.0282,0.0592,0,0.0857,0.303,136.095,190173,4,28.57915,9,"Yes",41304
0.671,0.428,4,-7.054,0,0.124,0.682,2e-04,0.121,0.36,148.041,197653,4,35.30614,8,"Yes",41305
0.483,0.28,0,-33.437,0,0.224,0.119,0.597,0.316,0.083,138.287,243920,4,49.24679,10,"No",41306
0.359,0.784,7,-4.404,1,0.0438,0.0181,2.72e-05,0.0989,0.444,78.494,202467,4,26.04196,10,"Yes",41307
0.469,0.983,4,-1.861,1,0.145,6.45e-06,0.00017,0.706,0.398,130.019,153880,4,28.02521,8,"No",41308
0.504,0.327,4,-9.49,1,0.0367,0.902,7.63e-06,0.445,0.299,132.803,258609,4,22.64188,9,"No",41309
0.653,0.875,6,-3.015,1,0.0366,0.291,0,0.054,0.775,100.047,205267,4,45.20184,10,"Yes",41310
0.694,0.952,2,-12.42,1,0.0722,0.597,0.00016,0.0513,0.833,126.29,223613,4,55.13804,9,"No",41311
0.433,0.337,2,-6.386,1,0.0383,0.691,0,0.0873,0.243,71.569,187824,4,32.27581,8,"Yes",41312
0.346,0.99,2,-3.542,1,0.154,0.023,0.85,0.091,0.103,111.602,310093,4,44.5118,13,"No",41313
0.508,0.434,0,-14.422,0,0.0401,0.758,0.0025,0.0962,0.665,113.591,165933,5,29.21209,7,"No",41314
0.769,0.258,2,-15.175,1,0.0418,0.923,0.0486,0.111,0.806,115.782,103813,4,30.78393,6,"No",41315
0.582,0.975,7,-2.455,1,0.185,0.0981,3.84e-06,0.081,0.587,192.041,149483,4,40.60216,8,"No",41316
0.341,0.984,7,-6.581,1,0.305,0.0448,0.00555,0.641,0.0314,102.763,37303,4,0,2,"No",41317
0.254,0.755,6,-9.937,1,0.0435,0.00966,0.824,0.341,0.0526,133.057,311373,4,75.51759,14,"No",41318
0.542,0.965,8,-3.591,0,0.244,0.0408,0,0.737,0.0872,150.083,269600,4,26.83477,13,"No",41319
0.563,0.722,6,-5.252,1,0.0407,0.313,0,0.393,0.801,150.039,281453,4,35.64605,13,"Yes",41320
0.405,0.99,9,-4.414,1,0.15,1.44e-05,0.048,0.124,0.282,159.053,248147,4,48.89989,8,"No",41321
0.563,0.887,1,-5.013,1,0.0857,0.0297,0,0.352,0.794,158.05,188933,4,27.93992,8,"Yes",41322
0.12,0.0436,4,-22.044,1,0.0383,0.79,0.889,0.112,0.0361,72.339,192793,4,27.08896,9,"No",41323
0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,207760,4,23.24205,11,"Yes",41324
0.423,0.921,7,-1.67,1,0.0734,5.37e-06,0.903,0.179,0.187,131.011,214351,4,30.27831,9,"No",41325
0.179,0.048,6,-28.663,1,0.0469,0.889,0.974,0.0775,0.0278,72.93,148813,4,38.1278,7,"No",41326
0.586,0.75,11,-8.592,0,0.0515,0.119,0.000171,0.109,0.143,159.967,381200,4,30.78967,14,"No",41327
0.311,0.959,6,-5.104,0,0.107,0.000505,0.00012,0.328,0.336,149.406,251512,3,24.9023,13,"No",41328
0.0873,0.902,0,-4.488,1,0.0788,4.51e-06,0.867,0.0996,0.214,86.531,396637,4,104.06459,15,"No",41329
0.61,0.822,0,-4.422,1,0.0355,0.0171,1.88e-06,0.093,0.437,93.993,217467,4,48.64949,9,"Yes",41330
0.57,0.939,5,-0.716,0,0.0789,0.00719,1.08e-06,0.0462,0.801,103.983,227413,4,19.13815,12,"Yes",41331
0.308,0.628,2,-10.604,1,0.0347,0.000485,0.891,0.105,0.0991,91.211,303500,3,33.25391,10,"No",41332
0.508,0.257,7,-9.767,0,0.0426,0.69,0.000145,0.176,0.23,159.612,258853,4,31.21442,9,"No",41333
0.431,0.81,7,-6.051,1,0.0958,0.299,0,0.249,0.674,110.118,205800,4,35.29956,11,"Yes",41334
0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760,4,32.85477,10,"Yes",41335
0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4,22.27313,10,"Yes",41336
0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,214827,4,55.73018,8,"Yes",41337
0.729,0.615,4,-4.238,1,0.0647,0.378,0,0.105,0.508,99.989,181880,4,37.26628,6,"Yes",41338
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,52.05235,9,"Yes",41339
0.662,0.521,1,-9.635,1,0.0309,0.252,0,0.104,0.383,128.414,151320,3,29.28105,8,"No",41340
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,291293,4,33.49433,12,"Yes",41341
0.503,0.78,3,-5.148,1,0.0323,0.522,0.16,0.138,0.737,137.936,206520,4,35.39441,9,"Yes",41342
0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680,4,22.46763,14,"Yes",41343
0.58,0.788,0,-7.577,1,0.0319,0.0226,1.4e-05,0.102,0.898,131.406,206773,4,34.41443,10,"No",41344
0.385,0.1,2,-13.827,1,0.043,0.96,0.198,0.11,0.199,54.041,327307,4,25.73113,15,"No",41345
0.476,0.868,0,-5.506,1,0.356,0.101,1.89e-05,0.0857,0.643,162.048,234187,4,107.88764,7,"No",41346
0.774,0.575,10,-7.004,0,0.173,0.00521,0,0.194,0.665,102.858,218880,4,18.21601,11,"Yes",41347
0.745,0.718,9,-4.853,0,0.183,0.197,0,0.134,0.539,151.097,179133,4,47.8133,9,"Yes",41348
0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,173202,4,29.11938,7,"Yes",41349
0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,4,54.15764,12,"Yes",41350
0.269,0.876,0,-2.753,1,0.0543,0.00942,0.674,0.0268,0.41,95.376,183600,4,95.68569,7,"No",41351
0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,208387,4,22.04865,11,"Yes",41352
0.307,0.0242,1,-28.599,0,0.038,0.979,0.962,0.204,0.474,106.994,166830,4,23.49794,9,"No",41353
0.72,0.709,9,-6.063,1,0.032,0.0278,0,0.358,0.476,108.012,178056,4,43.077,10,"No",41354
0.131,0.146,9,-24.477,0,0.0466,0.991,0.889,0.097,0.146,182.395,136028,3,26.46847,8,"No",41355
0.695,0.782,2,-2.967,1,0.0629,0.223,0,0.0773,0.595,99.992,263173,4,56.92242,11,"Yes",41356
0.672,0.827,6,-3.829,0,0.0693,0.101,0,0.16,0.58,127.076,229667,4,42.14582,9,"Yes",41357
0.61,0.817,0,-4.775,1,0.0331,0.0151,9.09e-06,0.0998,0.688,115.036,205973,4,26.61605,8,"Yes",41358
0.631,0.358,3,-9.07,1,0.0255,0.774,3.84e-05,0.107,0.185,132.013,192053,4,23.39664,8,"No",41359
0.674,0.943,0,-3.413,1,0.0408,0.0159,0,0.504,0.856,118.06,205613,4,43.02447,7,"Yes",41360
0.452,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.005,117147,4,24.79963,8,"Yes",41361
0.429,0.43,2,-11.373,1,0.165,0.337,1.18e-05,0.138,0.125,174.984,297373,4,76.51807,11,"Yes",41362
0.488,0.744,2,-4.284,0,0.131,0.0353,0,0.0952,0.59,180.007,165173,4,31.89609,7,"Yes",41363
0.491,0.839,6,-9.186,0,0.0897,0.00104,0.0841,0.113,0.271,160.248,172240,4,55.74193,8,"No",41364
0.69,0.663,8,-5.248,0,0.0352,0.106,0,0.0659,0.285,122.041,213695,4,21.36285,9,"Yes",41365
0.913,0.608,10,-6.839,0,0.234,0.0671,0,0.533,0.578,97.063,149569,4,38.41983,5,"Yes",41366
0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640,4,37.66553,12,"Yes",41367
0.481,0.95,10,-5.701,0,0.0817,2.65e-06,0.723,0.185,0.265,107.486,289440,4,31.94587,13,"No",41368
0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4,26.04353,11,"Yes",41369
0.475,0.718,0,-5.638,1,0.034,0.0373,0,0.326,0.453,157.722,209480,4,34.46349,12,"Yes",41370
0.431,0.0164,7,-18.642,1,0.114,0.995,0.927,0.111,0.404,64.702,162427,5,51.79532,6,"No",41371
0.0777,0.083,0,-27.513,1,0.0436,0.93,0.707,0.0843,0.0394,175.335,128672,3,24.9465,7,"No",41372
0.484,0.804,5,-5.889,1,0.0912,0.000837,9.29e-06,0.17,0.391,119.838,179827,4,33.46306,10,"Yes",41373
